Name	468_MeCP2_NTC - linear total RPKM	468_MeCP2_sh1 - linear total RPKM	468_MeCP2_sh3 - linear total RPKM
ANKRD44	0.296	1.355	0.597
ANKRD44-AS1	0	0.027	0
ANKRD44-IT1	1.947	2.881	2.772
ANKRD45	7.672	6.397	6.157
ANKRD46	0.225	8.096	4.938
ANKRD49	0.89	3.084	2.425
ANKRD50	0.993	9.004	6.775
ANKRD52	3.451	13.773	15.338
ANKRD53	0.11	0.162	0.148
ANKRD54	7.25	13.939	13.069
ANKRD55	0	0.001	0
ANKRD60	0.002	0	0.002
ANKRD61	0.543	2.314	2.703
ANKRD62	0.017	0.3	0.248
ANKRD63	0.173	0	0.146
ANKRD65	0.022	0.025	0.016
ANKRD66	0	0	0
ANKS1A	4.073	21.158	17.858
ANKS1B	0.237	0.681	0.587
ANKS3	0	0	0
ANKS4B	0.001	0	0
ANKS6	4.983	5.293	5.912
ANKUB1	0	0	0
ANKZF1	1.677	9.237	9.323
ANLN	9.024	57.239	39.736
ANO1	2.85	23.437	11.581
ANO2	0.044	0.103	0.036
ANO3	0.061	0.122	0.086
ANO3-AS1	0	0	0
ANO4	0.002	0.001	0.007
ANO5	0	0.001	0
ANO6	3.935	9.955	7.864
ANO7	0.031	0.504	0.361
ANO8	8.646	17.833	17.904
ANO9	5.882	7.012	8.364
ANO10	1.358	5.329	4.817
ANOS1	0.052	0.946	0.579
ANP32A	15.551	43.499	37.866
ANP32A-IT1	12.748	10.192	9.82
ANP32B	87.486	171.172	141.238
ANP32C	0.01	0	0
ANP32D	0.002	0	0
ANP32E	22.584	74.328	45.073
ANPEP	5.872	24.645	24.625
ANTKMT	13.381	17.084	20.089
ANTXR1	7.73	19.353	18.611
ANTXR2	0.02	0.358	0.133
ANTXRL	0.07	0.287	0.12
ANXA1	19.875	146.891	107.967
ANXA2	76.873	503.978	419.043
ANXA2R	0.067	1.378	0.427
ANXA3	7.024	47.629	43.63
ANXA4	2.863	13.299	11.439
ANXA5	13.093	72.24	66.197
ANXA6	1.799	8.998	6.674
ANXA7	7.634	48.843	42.579
ANXA8	16.176	55.274	58.209
ANXA8L1	0.269	9.033	8.3
ANXA9	0.959	4.377	4.277
ANXA10	0.316	0.792	0.595
ANXA11	13.785	60.915	50.757
ANXA13	0.001	0	0
AOAH	0	0	0
AOAH-IT1	0	0	0
AOC1	0	0	0
AOC2	0.049	0.556	0.39
AOC3	0.023	0.012	0.142
AOPEP	2.376	8.401	10.245
AOX1	0.001	0.01	0.081
AP1AR	0.801	4.246	4.137
AP1B1	9.213	42.38	38.346
AP1G1	2.484	14.297	11.016
AP1G2	4.067	5.963	5.652
AP1M1	2.768	16.173	13
AP1M2	29.412	146.556	136.851
AP1S1	9.062	63.845	62.942
AP1S2	0.436	2.332	1.227
AP1S3	18.926	18.883	18.589
AP2A1	12.539	47.715	43.616
AP2A2	6.628	18.817	21.126
AP2B1	4.364	33.961	34.977
AP2M1	14.474	73.308	66.878
AP2S1	21.936	117.489	111.968
AP3B1	2.207	14.094	11.603
AP3B2	0.035	0.019	0.022
AP3D1	8.452	32.447	30.662
AP3M1	9.964	14.094	12.301
AP3M2	0.598	2.84	2.66
AP3S1	5.605	14.9	14.547
AP3S2	10.1	10.203	9.937
AP4B1	1.229	5.426	4.169
AP4B1-AS1	4.929	4.849	4.62
AP4E1	7.202	7.445	7.173
AP4M1	4.421	11.465	11.36
AP4S1	8.718	9.414	6.728
AP5B1	1.241	4.686	4.508
AP5M1	1.957	12.89	10.448
AP5S1	2.756	7.296	8.608
AP5Z1	5.29	11.653	11.963
APAF1	0.665	3.936	3.089
APBA1	0.443	2.66	1.213
APBA2	0.008	0.073	0.007
APBA3	1.588	4.641	5.349
APBB1	0.624	1.03	1.043
APBB1IP	0	0	0
APBB2	0.031	0.515	0.561
APBB3	0.957	4.558	3.036
APC	1.736	10.343	9.863
APC2	0.401	0.636	0.587
APCDD1	2.425	19.902	19.197
APCDD1L	0.016	0.27	0.194
APCDD1L-DT	0	0.009	0.063
APCS	0	0	0
APEH	8.954	40.059	35.624
APELA	0	0	0.002
APEX1	37.19	170.097	150.843
APEX2	2.318	12.436	11.857
APH1A	9.776	65.729	47.397
APH1B	0.488	0.017	0.027
API5	13.978	58.562	53.654
APIP	4.559	35.564	35.732
APLF	0.053	1.16	1.057
APLN	0	0.058	0.021
APLNR	0	0	0
APLP1	1.347	3.448	1.584
APLP2	52.804	227.285	222.495
APMAP	3.984	27.96	26.524
APOA1	0	0	0.001
APOA1-AS	0.051	0.905	0.838
APOA2	0	0	0
APOA4	0	0	0
APOA5	0	0	0.012
APOB	0.001	0.001	0
APOBEC1	0	0.002	0
APOBEC2	0.018	0.021	0.021
APOBEC3A	0.003	0	0
APOBEC3B	5.876	32.667	36.467
APOBEC3B-AS1	4.537	10.251	11.349
APOBEC3C	2.374	13.064	13.934
APOBEC3D	7.503	7.679	7.672
APOBEC3F	14.781	19.256	20.095
APOBEC3G	5.757	4.618	4.527
APOBEC3H	0.013	0.325	0.039
APOBEC4	0.001	0.013	0
APOBR	0.015	0.009	0.067
APOC1	0.052	0.003	0.038
APOC2	0	0	0
APOC3	0	0	0
APOC4	0	0	0
APOC4-APOC2	0.643	0.999	0.663
APOD	0.032	0.002	0
APOE	0.703	1.191	2.016
APOF	0.001	0	0
APOH	0	0	0
APOL1	2.631	8.866	5.507
APOL2	1.627	6.788	6.191
APOL3	0.972	1.456	2.275
APOL4	0	0	0.002
APOL5	0.001	0.001	0
APOL6	6.93	25.859	27.555
APOLD1	2.472	4.163	4.429
APOM	4.027	13.754	12.914
APOO	1.652	8	7.22
APOOL	0.197	7.28	4.92
APP	110.289	491.528	348.754
APPBP2	7.441	6.923	6.763
APPL1	2.525	13.856	10.131
APPL2	2.35	5.507	5.149
APRT	49.453	82.859	100.556
APTR	4.606	5.743	6.133
APTX	0.888	3.998	3.819
AQP1	0.068	0.289	1.089
AQP2	0.038	0.252	0.015
AQP3	1.393	6.164	7.832
AQP4	0.002	0.722	0.018
AQP4-AS1	6.103	4.761	4.66
AQP5	0.028	1.434	1.233
AQP6	0.001	0.002	0.001
AQP7	0.012	0.001	0.002
AQP8	0	0	0
AQP9	0.002	0.001	0.001
AQP10	0	0	0
AQP11	0.078	0.905	1.222
AQP12A	0	0	0
AQP12B	0	0	0
AQR	1.121	6.407	5.92
AR	0.274	0.064	0.011
ARAF	3.194	13.018	13.01
ARAP1	8.365	24.182	22.935
ARAP1-AS2	0.066	1.278	1.146
ARAP2	2.544	3.086	3.388
ARAP3	0.543	0.936	1.002
ARC	0.115	0.016	0
ARCN1	7.518	54.817	47.453
AREG	0.055	0.407	1.52
AREL1	3.239	9.968	9.048
ARF1	39.869	187.622	142.894
ARF3	13.519	56.139	53.434
ARF4	7.438	40.972	34.393
ARF4-AS1	4.147	5.347	4.895
ARF5	14.356	79.661	74.663
ARF6	12.461	49.522	44.393
ARFGAP1	7.699	19.506	18.364
ARFGAP2	7.96	32.291	30.599
ARFGAP3	3.653	18.686	15.543
ARFGEF1	1.544	12.429	9.155
ARFGEF2	3.879	16.134	16.148
ARFGEF3	4.18	6.648	5.342
ARFIP1	1.532	9.628	6.539
ARFIP2	7.529	12.335	10.954
ARFRP1	6.225	15.496	15.838
ARG1	0.02	0.189	0.016
ARG2	2.901	11.804	11.039
ARGFX	1.759	1.946	1.88
ARGLU1	13.341	35.506	35.393
ARHGAP1	3.816	34.857	27.248
ARHGAP4	0.407	0.816	1.14
ARHGAP5	3.377	20.43	15.484
ARHGAP5-AS1	0.058	0.795	0.719
ARHGAP6	0.206	0.19	0.419
ARHGAP8	4.082	6.375	6.613
ARHGAP9	0.017	0.012	0.112
ARHGAP10	1.352	3.987	4.27
ARHGAP11A	1.987	13.01	13.912
ARHGAP11A-SCG5	0.602	4.093	0.1
ARHGAP11B	5.561	16.214	12.042
ARHGAP12	2.093	9.174	7.431
ARHGAP15	0	0.001	0.011
ARHGAP15-AS1	1.086	0.957	1.234
ARHGAP17	1.615	5.492	4.163
ARHGAP18	0.191	7.291	6.379
ARHGAP19	0.138	2.702	0.021
ARHGAP19-SLIT1	0.092	1.245	1.204
ARHGAP20	0.001	0.009	0.001
ARHGAP21	1.249	2.524	2.186
ARHGAP22	8.614	7.757	7.356
ARHGAP22-IT1	0.002	0.001	0.001
ARHGAP23	7.622	24.21	22.855
ARHGAP24	0.028	0.21	0.505
ARHGAP25	0.244	0.025	0.28
ARHGAP26	4.262	4.138	4.391
ARHGAP26-AS1	0.002	0.002	0.016
ARHGAP26-IT1	0.036	0.293	0.39
ARHGAP27	5.214	12.147	15.449
ARHGAP28	0.839	3.349	2.705
ARHGAP29	9.773	54.157	42.407
ARHGAP29-AS1	5.77	4.261	3.989
ARHGAP30	0.474	1.783	1.119
ARHGAP31	0.86	5.372	4.909
ARHGAP31-AS1	0.032	0.736	0.405
ARHGAP32	3.941	18.038	15.916
ARHGAP33	2.247	10.619	5.6
ARHGAP35	8.076	43.604	31.044
ARHGAP36	0	0	0.001
ARHGAP39	1.768	8.356	8.99
ARHGAP40	0.995	2.419	2.292
ARHGAP42	0.096	0.008	0.001
ARHGAP44	0.05	0.009	0.057
ARHGAP45	1.545	4.688	5.172
ARHGDIA	42.863	153.056	128.555
ARHGDIB	10.833	125.411	72.78
ARHGDIG	0	0	0
ARHGEF1	7.951	15.541	14.278
ARHGEF2	1.189	4.063	3.293
ARHGEF2-AS1	0.002	0.018	0.002
ARHGEF3	0.897	4.292	3.401
ARHGEF3-AS1	0.015	0.002	0.018
ARHGEF4	1.568	5.042	6.899
ARHGEF5	5.392	30.687	27.64
ARHGEF6	4.803	10.801	7.4
ARHGEF7	1.527	4.526	3.515
ARHGEF7-AS1	0	0	0
ARHGEF7-AS2	0	0	0
ARHGEF9	0.58	1.678	1.216
ARHGEF9-IT1	0.003	0.41	0.182
ARHGEF10	1.303	8.794	8.395
ARHGEF10L	0.526	1.127	0.753
ARHGEF11	2.624	12.527	8.144
ARHGEF12	8.042	46.653	35.407
ARHGEF15	0	0	0
ARHGEF16	3.955	11.985	11.286
ARHGEF17	6.022	13.652	14.226
ARHGEF18	6.377	11.637	12.805
ARHGEF19	7.638	22.811	21.101
ARHGEF25	0.358	0.021	0.117
ARHGEF26	0.129	3.553	3.609
ARHGEF26-AS1	14.597	23.667	20.683
ARHGEF28	1.464	6.717	7.399
ARHGEF33	0.015	0.008	0.014
ARHGEF35	1.271	3.82	3.511
ARHGEF35-AS1	0.778	2.36	2.073
ARHGEF37	5.328	12.547	16.934
ARHGEF38	0.082	3.623	1.984
ARHGEF38-IT1	0	0.775	0.027
ARHGEF39	12.306	22.836	22.617
ARHGEF40	1.279	3.693	2.528
ARID1A	8.311	25.137	21.897
ARID1B	5.223	10.789	10.297
ARID2	0.881	4.917	4.253
ARID3A	0.859	2.977	3.348
ARID3B	0.096	1.044	1.179
ARID3C	0.441	0.122	0.192
ARID4A	1.452	9.21	8.47
ARID4B	3.818	15.968	11.924
ARID5A	3.149	9.578	11.058
ARID5B	3.736	16.483	15.177
ARIH1	6.069	15.889	15.924
ARIH2	4.94	10.854	7.993
ARIH2OS	12.161	10.154	10.823
ARL1	0.409	19.121	15.246
ARL2	5.429	22.283	16.595
ARL2-SNX15	17.35	21.281	21.632
ARL2BP	2.116	10.115	9.19
ARL3	0.327	17.757	15.925
ARL4A	2.529	9.767	7.563
ARL4C	3.175	21.971	21.607
ARL4D	2.16	5.137	2.733
ARL5A	4.807	29.358	21.364
ARL5B	1.844	4.925	5.184
ARL5C	0	0	0
ARL6	1.408	1.993	1.661
ARL6IP1	13.843	71.304	62.175
ARL6IP4	17.552	42.04	43.904
ARL6IP5	5.309	36.09	32.136
ARL6IP6	1.926	9.087	8.699
ARL8A	5.709	27.519	20.37
ARL8B	2.974	12.989	11.22
ARL9	0.068	1.174	1.403
ARL10	7.249	7.614	7.923
ARL11	0.549	1.22	1.358
ARL13A	0.035	0.601	0.43
ARL13B	1.353	2.648	2.231
ARL14	0	0.03	0.002
ARL14EP	3.103	13.544	12.358
ARL14EPL	0	0	0
ARL15	0.022	0.696	0.521
ARL16	33.278	47.418	43.627
ARL17A	7.455	8.329	8.128
ARL17B	0.002	0.123	0.165
ARLNC1	0.032	0.337	0.326
ARMC1	3.632	23.539	21.337
ARMC2	0.201	1.056	0.654
ARMC2-AS1	2.543	2.086	2.136
ARMC3	0	0.001	0.005
ARMC4	1.496	1.062	1.079
ARMC5	2.569	4.264	5.071
ARMC6	9.045	26.177	25.05
ARMC7	1.971	8.027	8.563
ARMC8	5.684	7.503	8.104
ARMC9	3.662	4.214	4.094
ARMC10	4.416	26.119	28.052
ARMC12	0.014	0	0.151
ARMCX1	0	0.001	0
ARMCX2	0	0	0
ARMCX3	0.001	0	0
ARMCX4	0.79	1.182	1.123
ARMCX5	1.333	5.214	3.767
ARMCX5-GPRASP2	1.079	4.63	3.87
ARMCX6	0	0	0
ARMH1	0.024	0.012	0.178
ARMH2	0.001	0.002	0.343
ARMH3	4.884	6.74	6.304
ARMH4	1.379	1.641	1.365
ARMS2	0	0	0
ARMT1	1.406	5.655	4.444
ARNT	1.766	12.292	8.303
ARNT2	0.001	0.001	0.002
ARNTL	0.277	1.12	0.91
ARNTL2	0.567	2.425	2.93
ARNTL2-AS1	0.007	0	0.006
ARPC1A	16.357	84.375	69.396
ARPC1B	24.385	145.906	159.266
ARPC2	21.91	131.749	115.635
ARPC3	12.374	79.468	64.377
ARPC4	9.478	47.29	41.724
ARPC4-TTLL3	0.077	0.122	0.5
ARPC5	15.527	122.697	89.197
ARPC5L	15.682	22.309	21.985
ARPIN	0.62	1.796	0.525
ARPIN-AP3S2	1.076	3.974	5.756
ARPP19	5.366	39.972	28.829
ARPP21	0	0	0
ARR3	0.012	0.096	0.116
ARRB1	4.983	15.423	11.647
ARRB2	4.153	14.351	13.997
ARRDC1	7.311	33.93	29.894
ARRDC1-AS1	7.602	10.89	8.999
ARRDC2	5.137	12.036	13.075
ARRDC3	2.487	9.418	6.819
ARRDC3-AS1	6.829	10.039	9.612
ARRDC4	0.174	0	0
ARRDC5	1.306	1.614	1.421
ARSA	2.319	6.231	7.528
ARSB	7.954	7.099	6.903
ARSD	2.111	5.983	7.03
ARSD-AS1	0.101	3.111	2.347
ARSF	0	0	0
ARSG	0.073	1.025	1.649
ARSH	0	0.011	0.147
ARSI	0.001	0	0.009
ARSJ	0.096	4.254	3.596
ARSK	0.086	2.858	2.465
ARSL	0	0.001	0.001
ART1	0	0.016	0.01
ART3	10.537	9.06	8.76
ART4	0.002	0.002	0.002
ART5	0	0	0
ARTN	7.321	22.074	41.988
ARV1	9.644	17.186	12.486
ARVCF	5.969	14.448	14.687
ARX	0.081	0.135	0.068
AS-PTPRE	0	0	0
AS3MT	0	0	0
ASAH1	5.556	39.242	30.934
ASAH2	0.681	0.506	0.297
ASAH2B	0.232	1.93	1.926
ASAP1	2.452	26.036	21.934
ASAP1-IT1	0.042	1.255	1.571
ASAP1-IT2	12.238	11.018	11.245
ASAP2	5.736	25.772	23.125
ASAP3	3.671	8.228	9.843
ASB1	3.003	13.528	11.136
ASB2	0.01	0.26	0.163
ASB3	0.001	0	0
ASB4	0	0	0
ASB5	0	0	0
ASB6	2.175	11.667	9.6
ASB7	0.133	3.406	4.205
ASB8	1.269	8.254	6.662
ASB9	0.026	0.026	0.151
ASB10	0	0	0
ASB11	0	0	0
ASB12	0	0.002	0
ASB13	4.136	7.854	8.466
ASB14	0.114	0.304	0.25
ASB15	0	0	0
ASB15-AS1	0	0	0
ASB16	0.43	1.054	1.05
ASB16-AS1	11.298	12.002	11.584
ASB17	0	0	0
ASB18	0.039	0	0.002
ASCC1	8.227	12.788	13.147
ASCC2	0.098	2.115	2.294
ASCC3	4.377	33.134	22.747
ASCL1	0	0	0
ASCL2	0.298	0.607	0.59
ASCL3	0.002	0.023	0
ASCL4	0	0	0
ASCL5	0.021	0.002	0.148
ASDURF	0.298	13.716	13.21
ASF1A	3.268	20.303	16.49
ASF1B	17.059	44.896	41.103
ASGR1	0.001	0.002	0.107
ASGR2	0	0	0
ASH1L	3.244	24.988	14.347
ASH1L-AS1	1.49	6.963	5.002
ASH2L	1.892	17.791	16.261
ASIC1	0.7	2.23	1.74
ASIC2	0	0	0
ASIC3	0.646	1.393	1.081
ASIC4	0.017	0.009	0.086
ASIC4-AS1	0.021	0.153	0.002
ASIC5	0	0	0
ASIP	0.356	0.741	0.04
ASL	2.147	12.739	12.079
ASMT	0.554	1.109	0.96
ASMT	0.554	1.109	0.96
ASMTL	1.004	2.953	2.849
ASMTL	1.004	2.953	2.849
ASMTL-AS1	4.726	4.144	4.396
ASMTL-AS1	4.726	4.144	4.396
ASNS	0.071	1.132	0.975
ASNSD1	2.554	12.902	12.371
ASPA	0	0	0
ASPDH	0.002	0.014	0.011
ASPG	0.015	0.081	0.122
ASPH	1.521	4.985	5.419
ASPHD1	3.582	5.944	8.723
ASPHD2	0.014	0.148	0.009
ASPM	3.197	19.076	10.733
ASPN	0.023	0.237	0.245
ASPRV1	0.043	0.335	0.168
ASPSCR1	7.19	14.374	14.351
ASRGL1	3.778	9.805	5.313
ASS1	51.48	237.535	260.595
ASTE1	0.497	2.735	1.513
ASTL	0.033	0.025	0.302
ASTN1	0.011	0.159	0.088
ASTN2	0.832	3.859	2.978
ASTN2-AS1	0.001	0.009	0.126
ASXL1	6.13	30.01	34.254
ASXL2	2.335	12.111	11.147
ASXL3	0	0	0
ASZ1	0	0.002	0
ATAD1	2.29	10.323	7.866
ATAD2	5.371	35.334	26.559
ATAD2B	1.35	4.964	3.991
ATAD3A	5.49	14.811	17.276
ATAD3B	16.868	21.475	21.739
ATAD3C	1.491	3.459	2.835
ATAD5	0.75	3.943	3.27
ATAT1	1.317	6.524	5.531
ATCAY	0	0	0
ATE1	3.18	5.139	5.449
ATE1-AS1	0.57	0.879	1.1
ATF1	0.256	8.521	6.625
ATF2	2.187	18.069	7.689
ATF3	1.529	5.49	3.813
ATF4	143.627	396.444	384.812
ATF5	3.419	6.908	9.031
ATF6	2.27	12.871	10.191
ATF6B	4.571	25.248	22.527
ATF7	0.261	3.326	0.143
ATF7-NPFF	0.845	2.736	2.361
ATF7IP	6.765	13.987	12.289
ATF7IP2	3.754	4.097	4.247
ATG2A	5.505	12.449	11.937
ATG2B	0.086	1.495	1.338
ATG3	6.203	37.154	27.729
ATG4A	1.391	8.533	5.606
ATG4B	9.111	35.809	32.543
ATG4C	1.041	4.596	3.795
ATG4D	25.801	55.823	61.54
ATG5	2.631	19.042	15.841
ATG7	0.044	0.714	0.653
ATG9A	5.679	22.117	19.973
ATG9B	0.002	0.001	0.006
ATG10	0.041	2.98	1.995
ATG12	11.663	18.748	15.83
ATG13	2.216	6.266	6.708
ATG14	1.806	2.546	2.856
ATG16L1	3.415	15.087	12.329
ATG16L2	5.83	6.748	6.854
ATG101	8.531	25.347	20.994
ATIC	10.708	62.082	54.74
ATL1	0.317	0.93	0.938
ATL2	4.099	21.868	18.21
ATL3	7.636	42.606	32.079
ATM	1.257	7.227	6.278
ATMIN	9.765	34.621	30.531
ATN1	9.155	25.794	24.758
ATOH1	0	0	0
ATOH7	0.002	0.027	0.317
ATOH8	0.006	0.028	0.052
ATOX1	6.796	42.74	33.964
ATP1A1	43.967	169.648	163.161
ATP1A1-AS1	0.087	2.224	1.457
ATP1A2	0.046	0.002	0.068
ATP1A3	0.436	0.368	0.312
ATP1A4	0.001	0.001	0
ATP1B1	12.637	67.982	58.181
ATP1B2	0.002	0.001	0.012
ATP1B3	9.741	68.807	57.359
ATP1B4	0.001	0.009	0.076
ATP2A1	0.168	0.472	0.558
ATP2A1-AS1	0.668	0.954	1.693
ATP2A2	9.79	45.975	40.116
ATP2A3	0.307	1.953	1.946
ATP2B1	1.483	6.704	5.862
ATP2B1-AS1	0.346	0.439	0.357
ATP2B2	0.003	0.006	0
ATP2B2-IT2	0	0	0
ATP2B3	0.031	0.002	0.011
ATP2B4	1.316	13.182	8.185
ATP2C1	4.437	20.645	23.43
ATP2C2	3.473	8.061	9.633
ATP2C2-AS1	0.778	2.428	2.274
ATP4A	0.025	0.042	0.001
ATP4B	0	0.26	0.002
ATP5F1A	35.788	142.737	126.091
ATP5F1B	35.093	192.774	182.697
ATP5F1C	15.254	105.859	84.854
ATP5F1D	28.378	70.186	74.486
ATP5F1E	16.695	131.304	96.168
ATP5IF1	6.263	53.23	50.81
ATP5MC1	14.608	51.65	48.711
ATP5MC2	57.772	108.86	93.222
ATP5MC3	31.279	161.557	133.277
ATP5MD	9.387	83.393	69.766
ATP5ME	18.203	119.328	111.428
ATP5MF	10.04	88.249	70.837
ATP5MF-PTCD1	3.056	12.667	11.203
ATP5MG	70.248	245.307	248.465
ATP5MGL	0.048	0.035	0.002
ATP5MPL	10.165	42.236	35.651
ATP5PB	20.437	133.124	108.579
ATP5PD	27.098	169.764	145.352
ATP5PF	17.924	102.732	84.989
ATP5PO	23.034	137.611	131.064
ATP6	398.341	2544.426	1797.447
ATP6AP1	16.075	73.521	65.416
ATP6AP1L	0.022	0.015	0.237
ATP6AP2	4.868	21.049	14.955
ATP6V0A1	2.221	8.775	7.309
ATP6V0A2	0.923	6.818	7.434
ATP6V0A4	3.415	14.418	13.936
ATP6V0B	12.994	68.226	77.701
ATP6V0C	1.25	102.059	108.224
ATP6V0D1	0.413	21.338	19.721
ATP6V0D2	1.183	11.48	23.126
ATP6V0E1	14.059	73.666	66.393
ATP6V0E2	3.556	11.96	10.271
ATP6V0E2-AS1	0.057	0.816	1.021
ATP6V1A	6.137	34.49	27.918
ATP6V1B1	10.338	46.142	43.086
ATP6V1B1-AS1	5.243	5.164	5.707
ATP6V1B2	5.045	8.622	7.665
ATP6V1C1	5.246	43.572	40.957
ATP6V1C2	1.721	6.459	6.775
ATP6V1D	4.32	19.28	18.062
ATP6V1E1	9.101	39.292	38.246
ATP6V1E2	0.838	1.683	1.308
ATP6V1F	12.193	48.098	40.92
ATP6V1FNB	0.002	0.037	0.186
ATP6V1G1	7.181	44.326	46.538
ATP6V1G2	0.022	0.028	0.026
ATP6V1G2-DDX39B	11.728	68.991	72.116
ATP6V1G3	0.002	0	0.002
ATP6V1H	2.778	17.087	15.614
ATP7A	4.336	5.994	5.518
ATP7B	0.408	1.74	1.342
ATP8	246.734	1599.51	1134.117
ATP8A1	0.004	0	0
ATP8A2	0.001	0	0
ATP8B1	1.507	6.714	5.919
ATP8B2	0.12	0.191	0.239
ATP8B3	0.009	0.01	0.063
ATP8B4	0.007	0.037	0.043
ATP9A	5.338	21.951	22.628
ATP9B	0.045	0.758	0.486
ATP10A	0.184	0.008	0.141
ATP10B	0.306	0.197	0.102
ATP10D	0.531	3.376	3.163
ATP11A	4.706	22.271	22.462
ATP11A-AS1	2.752	3.415	3.568
ATP11AUN	0.001	0.002	0.041
ATP11B	3.194	7.509	5.811
ATP11C	0.629	0.001	0.025
ATP12A	0	0	0
ATP13A1	11.292	26.448	27.881
ATP13A2	10.88	25.476	25.025
ATP13A3	2.563	15.769	12.374
ATP13A4	0.161	0.259	0.179
ATP13A4-AS1	0.02	0.145	0.173
ATP13A5	2.629	6.852	5.039
ATP13A5-AS1	0.063	0.057	0.809
ATP23	0.143	4.884	3.331
ATPAF1	6.52	25.959	22.628
ATPAF2	0.782	3.096	2.728
ATPSCKMT	4.04	15.997	15.938
ATR	1.714	9.173	6.84
ATRAID	13.494	40.763	38.02
ATRIP	0.011	0.052	0.176
ATRIP-TREX1	0.979	3.553	3.102
ATRN	5.465	15.775	13.858
ATRNL1	0.114	0.234	0.001
ATRX	2.717	14.187	12.012
ATXN1	6.898	24.324	21.622
ATXN1-AS1	0.041	0.96	0.845
ATXN1L	1.89	7.017	6.476
ATXN2	2.743	9.579	8.464
ATXN2-AS	0.003	0.726	0.344
ATXN2L	1.823	7.678	7.156
ATXN3	10.687	9.798	9.425
ATXN3L	0	0	0
ATXN7	1.42	7.514	4.841
ATXN7L1	0.221	0.418	0.416
ATXN7L2	1.807	4.277	4.616
ATXN7L3	2.503	12.071	11.072
ATXN7L3B	0.347	18.354	12.723
ATXN8OS	0	0	0
ATXN10	7.233	50.291	44.99
AUH	4.053	17.798	13.934
AUNIP	3.197	10.804	8.19
AUP1	13.263	38.693	40.768
AURKA	5.137	27.484	17.766
AURKAIP1	20.133	55.69	62.093
AURKB	6.584	30.084	19.231
AURKC	0.165	0.318	0.201
AUTS2	4.057	16.642	11.845
AVEN	7.954	6.375	7.25
AVIL	0.06	0.711	1.074
AVL9	6.166	22.528	21.502
AVP	0	0	0
AVPI1	1.053	2.451	4.331
AVPR1A	0	0	0
AVPR1B	0	0	0
AVPR2	0.007	0.002	0.104
AWAT1	0	0.009	0.009
AWAT2	0	0	0
AXDND1	0.26	0.273	0.254
AXIN1	7.39	11.113	12.029
AXIN2	0.963	5.347	4.803
AXL	0.122	0.43	1.467
AZGP1	49.617	214.071	215.096
AZI2	0.292	12.798	10.034
AZIN1	22.464	154.73	141.926
AZIN1-AS1	1.483	4.306	2.663
AZIN2	2.59	2.38	2.423
AZU1	0.001	0	0.017
B2M	23.14	170.744	120.723
B3GALNT1	2.36	3.749	3.689
B3GALNT2	18.529	30.612	24.785
B3GALT1	0	0	0
B3GALT1-AS1	0	0.002	0.001
B3GALT2	0.045	1.297	0.517
B3GALT4	1.985	4.846	4.333
B3GALT5	0.016	0.279	0.021
B3GALT5-AS1	2.589	3.457	3.075
B3GALT6	19.078	24.844	30.083
B3GAT1	0.001	0	0
B3GAT2	0.073	1.248	2.106
B3GAT3	12.893	26.901	27.863
B3GLCT	0.784	4.283	3.973
B3GNT2	3.104	14.431	14.643
B3GNT3	5.893	31.24	32.775
B3GNT4	0.613	1.257	1.38
B3GNT5	0.179	5.256	3.683
B3GNT6	0	0	0
B3GNT7	0.677	3.88	2.971
B3GNT8	0.237	0.559	0.609
B3GNT9	2.364	5.873	6.134
B3GNTL1	0.129	2.311	2.825
B4GALNT1	0.01	0	0.006
B4GALNT2	0	0	0.002
B4GALNT3	2.681	5.551	6.032
B4GALNT4	5.591	10.142	11.863
B4GALT1	5.997	21.428	25.733
B4GALT1-AS1	0.149	0.925	0.629
B4GALT2	9.864	38.445	29.335
B4GALT3	5.832	13.209	7.871
B4GALT4	1.837	11.789	9.213
B4GALT4-AS1	0.047	0.926	0.044
B4GALT5	14.751	39.112	27.236
B4GALT6	0.051	0.392	1.329
B4GALT7	4.355	11.342	11.476
B4GAT1	2.467	6.452	4.071
B9D1	0.2	7.566	8.517
B9D2	0.165	7.158	5.416
BAALC	0.327	1.646	1.664
BAALC-AS1	0.003	0.506	0.229
BAALC-AS2	0	0	0
BAAT	0	0	0
BABAM1	21.324	63.098	72.154
BABAM2	2.378	10.666	10.637
BABAM2-AS1	0.034	0.415	0.428
BACE1	2.875	19.584	15.596
BACE1-AS	20.225	18.654	18.119
BACE2	14.72	40.508	42.684
BACH1	4.447	11.123	10.245
BACH1-IT2	0.042	0.931	0.857
BACH1-IT3	0.018	0.02	0
BACH2	0.062	0.162	0.156
BAD	9.927	27.134	23.513
BAG1	44.065	64.082	79.083
BAG2	2.929	11.222	11.385
BAG3	4.624	16.27	15.254
BAG4	4.89	15.606	15.075
BAG5	2.044	9.698	9.385
BAG6	1.412	4.757	4.214
BAGE2	0.041	4.499	4.62
BAHCC1	1.168	2.559	2.37
BAHD1	5.682	17.088	17.565
BAIAP2	8.206	26.334	26.535
BAIAP2-DT	13.821	13.456	14.565
BAIAP2L1	5.271	23.298	22.285
BAIAP2L2	0.643	1.141	1.266
BAIAP3	0.019	0.233	0.235
BAK1	4.872	18.548	17.316
BAMBI	3.347	20.093	21.808
BANCR	0.043	0.585	0.555
BANF1	52.79	209.301	208.935
